0.0,0.89
0.5,0.89
0.6666666666666666,0.88
0.75,0.88
0.8,0.87
0.8333333333333334,0.87
0.8571428571428571,0.87
0.875,0.85
0.8888888888888888,0.85
0.9,0.85
0.9090909090909091,0.85
0.8333333333333334,0.83
0.8461538461538461,0.83
0.8571428571428571,0.83
0.8666666666666667,0.82
0.875,0.82
0.8823529411764706,0.82
0.8888888888888888,0.82
0.8947368421052632,0.82
0.9,0.82
0.9047619047619048,0.82
0.9090909090909091,0.81
0.9130434782608695,0.81
0.9166666666666666,0.81
0.92,0.8
0.9230769230769231,0.8
0.9259259259259259,0.8
0.8928571428571429,0.79
0.896551724137931,0.78
0.9,0.78
0.8709677419354839,0.77
0.84375,0.75
0.8484848484848485,0.74
0.8529411764705882,0.74
0.8285714285714286,0.73
0.8333333333333334,0.72
0.8378378378378378,0.72
0.8157894736842105,0.7
0.8205128205128205,0.7
0.825,0.7
0.8048780487804879,0.68
0.8095238095238095,0.68
0.7906976744186046,0.66
0.7727272727272727,0.65
0.7555555555555555,0.63
0.7391304347826086,0.62
0.723404255319149,0.6
0.7083333333333334,0.59
0.6938775510204082,0.58
0.68,0.56
0.6862745098039216,0.56
0.6730769230769231,0.54
0.660377358490566,0.53
0.6481481481481481,0.52
0.6363636363636364,0.5
0.6428571428571429,0.49
0.631578947368421,0.47
0.6206896551724138,0.46
0.6101694915254238,0.44
0.6166666666666667,0.44
0.6065573770491803,0.42
0.6129032258064516,0.41
0.6031746031746031,0.4
0.59375,0.38
0.6,0.38
0.5909090909090909,0.36
0.582089552238806,0.35
0.5735294117647058,0.33
0.5652173913043478,0.32
0.5571428571428572,0.31
0.5492957746478874,0.29
0.5416666666666666,0.28
0.5342465753424658,0.26
0.527027027027027,0.25
0.52,0.23
0.5131578947368421,0.22
0.5064935064935064,0.2
0.5,0.19
0.4936708860759494,0.17
0.4875,0.16
0.48148148148148145,0.14
0.47560975609756095,0.13
0.46987951807228917,0.11
0.47619047619047616,0.11
0.47058823529411764,0.1
0.46511627906976744,0.08
0.45977011494252873,0.07
0.45454545454545453,0.05
0.449438202247191,0.04
0.4444444444444444,0.03
0.43956043956043955,0.01
0.43478260869565216,-0.0
0.43010752688172044,-0.02
0.425531914893617,-0.03
0.42105263157894735,-0.05
0.4166666666666667,-0.06
0.41237113402061853,-0.08
0.40816326530612246,-0.09
0.40404040404040403,-0.11
0.4,-0.12
0.4,-0.14
0.39,-0.15
0.39,-0.15
0.39,-0.15
0.38,-0.17
0.37,-0.18
0.36,-0.2
0.35,-0.21
0.34,-0.22
0.33,-0.24
0.32,-0.25
0.32,-0.27
0.31,-0.28
0.31,-0.28
0.3,-0.3
0.29,-0.31
0.28,-0.33
0.28,-0.33
0.28,-0.33
0.27,-0.34
0.26,-0.36
0.25,-0.37
0.24,-0.39
0.24,-0.39
0.24,-0.39
0.23,-0.41
0.22,-0.42
0.22,-0.44
0.22,-0.45
0.21,-0.47
0.21,-0.48
0.21,-0.5
0.2,-0.51
0.19,-0.53
0.2,-0.54
0.19,-0.55
0.18,-0.57
0.18,-0.58
0.17,-0.6
0.16,-0.61
0.16,-0.63
0.15,-0.64
0.15,-0.66
0.15,-0.67
0.15,-0.69
0.15,-0.7
0.15,-0.72
0.15,-0.73
0.15,-0.75
0.15,-0.76
0.14,-0.77
0.15,-0.78
0.15,-0.79
0.15,-0.81
0.15,-0.82
0.14,-0.84
0.15,-0.84
0.15,-0.85
0.15,-0.87
0.14,-0.88
0.14,-0.9
0.13,-0.91
0.13,-0.92
0.13,-0.94
0.13,-0.94
0.13,-0.95
0.13,-0.97
0.13,-0.98
0.13,-1.0
0.13,-1.01
0.13,-1.03
0.14,-1.04
0.14,-1.05
0.14,-1.07
0.14,-1.08
0.14,-1.09
0.14,-1.11
0.14,-1.12
0.14,-1.14
0.15,-1.15
0.15,-1.16
0.15,-1.17
0.15,-1.19
0.14,-1.2
0.15,-1.21
0.15,-1.22
0.15,-1.24
0.15,-1.25
0.15,-1.27
0.15,-1.28
0.15,-1.3
0.15,-1.31
0.15,-1.33
0.15,-1.34
0.15,-1.35
0.15,-1.37
0.15,-1.38
0.15,-1.4
0.16,-1.4
0.16,-1.41
0.16,-1.43
0.16,-1.44
0.16,-1.46
0.15,-1.47
0.15,-1.48
0.15,-1.5
0.15,-1.51
0.15,-1.53
0.15,-1.54
0.15,-1.56
0.15,-1.57
0.15,-1.59
0.15,-1.6
0.14,-1.62
0.14,-1.63
0.14,-1.65
0.14,-1.66
0.13,-1.68
0.12,-1.69
0.12,-1.71
0.12,-1.72
0.13,-1.72
0.13,-1.74
0.12,-1.75
0.11,-1.77
0.11,-1.78
0.11,-1.8
0.11,-1.81
0.1,-1.82
0.1,-1.84
0.1,-1.85
0.1,-1.87
0.1,-1.88
0.1,-1.9
0.09,-1.91
0.1,-1.93
0.1,-1.94
0.1,-1.96
0.11,-1.96
0.11,-1.97
0.11,-1.99
0.11,-2.0
0.11,-2.02
0.11,-2.03
0.11,-2.04
0.11,-2.06
0.11,-2.07
0.11,-2.09
0.11,-2.1
0.11,-2.12
0.11,-2.13
0.1,-2.15
0.1,-2.16
0.1,-2.18
0.1,-2.19
0.1,-2.21
0.09,-2.22
0.09,-2.24
0.09,-2.25
0.09,-2.27
0.09,-2.28
0.09,-2.29
0.09,-2.31
0.09,-2.32
0.08,-2.34
0.08,-2.35
0.08,-2.37
0.08,-2.38
0.08,-2.4
0.08,-2.41
0.08,-2.43
0.07,-2.44
0.07,-2.46
0.07,-2.47
0.08,-2.49
0.08,-2.5
0.08,-2.51
0.08,-2.53
0.08,-2.54
0.07,-2.56
0.07,-2.57
0.07,-2.59
0.07,-2.6
0.07,-2.62
0.06,-2.63
0.07,-2.64
0.07,-2.65
0.07,-2.67
0.07,-2.68
0.07,-2.7
0.07,-2.71
0.07,-2.73
0.07,-2.74
0.07,-2.76
0.07,-2.77
0.07,-2.79
0.07,-2.8
0.07,-2.82
0.06,-2.83
0.06,-2.85
0.06,-2.86
0.06,-2.87
0.05,-2.89
0.05,-2.9
0.05,-2.92
0.05,-2.93
0.05,-2.95
0.05,-2.96
0.05,-2.98
0.05,-2.99
0.05,-3.01
0.05,-3.02
0.05,-3.04
0.06,-3.04
0.06,-3.06
0.06,-3.07
0.06,-3.08
0.07,-3.09
0.08,-3.1
0.09,-3.1
0.1,-3.1
0.1,-3.1
0.11,-3.1
0.11,-3.12
0.12,-3.12
0.13,-3.12
0.14,-3.13
0.15,-3.13
0.15,-3.14
0.15,-3.15
0.15,-3.17
0.15,-3.18
0.15,-3.2
0.15,-3.21
0.16,-3.21
0.15,-3.23
0.16,-3.23
0.16,-3.24
0.15,-3.26
